"person","sequence_id","coin","start","sequence"
"ingeborgR",26,"1HRK","h","hthththhththtxhhttthhtthththththttthhhtththtxtthhtthhxhhhhhttthtttttthtxthhhhththhthhttthhtthhtxthhtthhht"
"ingeborgR",27,"1HRK","t","hhhttttthttttttthttththtthhhhttxhhttthhhthththhhhxxtttthhhttthhtthhhhhhtttththhhhhtttththtttthhttttthhh"
"ingeborgR",28,"1HRK","t","thttththhhthhhthhttthhtttthththhhhhththhtthtxhtttthtttththttttttxhttthhhtthttttthhttttttthththhthtttht"
"ingeborgR",29,"1HRK","t","tththhthtttttthtttttthttttthhhthththttththtthhthhthtttthttthttthtthttthhhtththhthhthhththhhhththttth"
"ingeborgR",30,"1HRK","h","hhthtththhthhhttthhtthhtthhhthxthtttthhhhttthhhtttthtthhhhthtthhhhttthhhhhtthhtthhhhthttxthtttttthhhht"
"ingeborgR",31,"1HRK","t","hhtttththtthhhhhththhhhhhhthhhhhhhhhxthtththhtthhhhttthtxththtttththhhttthtthhthhhthtththhtttthhhthhtt"
"ingeborgR",32,"1HRK","h","xthhhhthhhtththhhttthhtthhhtthhthhhhhtththhhthhttththhhtthhththttttthhthhhhtththhtttththtththttttttht"
"ingeborgR",33,"1HRK","t","hthttttttthttthhhttthhhhthhhthththhthhhttttthhhhtttththhtttttthhtttttthttthhhhhttththhthhhhhhhthhhhh"
"ingeborgR",34,"1HRK","t","htthhhhthtxthhhhthtttththhhththhthththhhhthhthhhthhhthhhtthhththhtthhhtttthhhhththhhtxtttttthttthhthht"
"ingeborgR",35,"1HRK","h","hthhththhttttththhhhhththhhhhhththhtthxhhthththhtthtthhthhhhhhttthhhthttttththhthtththxthhhxhthtxhthttth"
"ingeborgR",36,"1HRK","h","hthttthhhhtxhtthtthtththttxthtthhththhhhhththxhthttttthttthhhhhthxtthhthtthhthhhhhthththhhhthhtthtthhtht"
"ingeborgR",37,"1HRK","t","txhhtthhthhhtthtxthhhthhttththhhhhxhthhhhhhttttttthhththtxthhhtthttthhthhtxtththhhhttthhxthhthhttxttxttththt"
"ingeborgR",38,"1HRK","t","ttthhhhhttxhhhhhtththtthhthhhhtthhhhhtttththhhtthhthhthtthhthhtthtthhhhhhhtthhxthttthththhhhhththtthhh"
"ingeborgR",39,"1HRK","t","xthththtthhhthhtththhxhthhtthhhhhtttthhhxththhtxhththhhhhtttthhtthhhhhthttthhtttthhxtthttthtthhhhhhhhtthh"
"ingeborgR",40,"1HRK","t","hhhttttttttththttthththtttthhhthhhhhhhttxhhthhthtthttthhhhhtthhthxthtttththtthtxxhthhhtthhthhttthhhtttth"
"ingeborgR",41,"1HRK","t","hhthtxthtthththttthtthhtthhhhtttthththhtthhhthhtttttttthtttttttttxhhthththhtxttthhthhhxthhtttttttttththt"
"ingeborgR",42,"1HRK","t","hhttttthttthhhttttththhhhhttththhhtthttttthhtttthttththhttthhhththtthhhxtththxhhhtthttththhhthhttthttt"
"ingeborgR",43,"1HRK","h","hxhhhhtththttthhththtxthtthttttttthtthhhtthtthxhthhtthttthhthtthttthhhhhtthttththtthhhtthtthxhhtthththtt"
"alexandraS",1,"1MXN","t","xhhhhxthhttxthtthhxthhhtthhhthttthhthhhtthhhthhhtthhxxhthxhthhtthtththtthtxhthhhttthhtththhhhthhthtxttthxxhhttt"
"alexandraS",2,"1MXN","h","xtttthhthhxtttthttttthxhtthttthxthhhthhtxtththtttthhhhhtthxxxtxxththhtxhttxttttxhhtttxtthhhhttththhtttttthhthhhhht"
"alexandraS",3,"1MXN","h","httthtttthhxtxhthtthththhhttthttxhhtthhthtttthhhtthhttxxthhttttxtthhhtttthtttxtttthtththxhthhtthhhhtxtthhhthh"
"alexandraS",4,"1MXN","h","hhtxththhtthhtttthhthtthhtxtxthttttthtthttthhhthtttxthhtxthtttthhxthhhhhxhhttthhxhhhhxttthxhthhhhhhttththhhhhh"
"alexandraS",5,"1MXN","t","ttththhhtxttthhhhhhhxhhhhhhththhhhttthttttthxhhxhhthhhttttthththhhhhhtthhxtthhhtthhthhthtxhttthtttthttttth"
"alexandraS",6,"1MXN","t","ththhththtxhtttttttthhhtttttthhtthttxtxtthhhtthhxtthhhtthhtttthhhtxtxhhttttththtthtxhhthhhhttttttthhhhhhhtt"
"alexandraS",7,"1MXN","t","xhhxhtttxttttthhthtxhhtthhhthhhtthttttthhhthxhhthhhhtttthhhththtxhthththhththhtxxthhttthtthhxhhxhthtthhhhhhhht"
"alexandraS",8,"1MXN","h","hhhxtththttthhttthhhhhthhhtttttththttthhttttxhtthhhhtxtthtthtttthttththhhthttxthtttthhhhhhttttthhhththht"
"alexandraS",9,"1MXN","h","hthhhtttththhxhhhthhhhhhtxttthhthttttxttthhttttthhhhttttxthhhhhtthhhthtthtthhtthhhhhxhttthhhthhtxhhtttttht"
"alexandraS",10,"1MXN","t","thhxthtthhttttttxhtthtthththhhxhhhhxtxttxxhttttthtttthhhhhxhttttxhttthtthththhxhhhhthxttthhxhhthtxhttthhtththhhhh"
"alexandraS",11,"1MXN","t","hhtththttttthhtttthhhhthhxthtthhhhhttttthxttthhtxhthhhthhtthhhhhtxthttttxtttttthhxththtxtthtttttttthththhxth"
"alexandraS",12,"1MXN","t","ttthtttxhtthththhttthttttthhhhhxthtthttthtxhthhhhhthhhtxtthhhhhhhthttttxhtthhtxthtthhtthhhtththhhthhhhtxttt"
"alexandraS",13,"1MXN","t","tttthhxthtxtthhhtthhhhhtthtttthhhtthttttthtxththhthhhthhththttthhhttxthhthttththhttxththhhttthhhhxthxhhhtht"
"alexandraS",14,"1MXN","t","tththhtttthttttthhhhhthhtthhtttthhhxhthhhtttthhthtthhhhthhhththhhttthhhhhthtthttthxthxhtttttxhtthtttthtt"
"alexandraS",15,"1MXN","t","tthttttttthtthtxtttxxxtthhtxtxhhhhttttttttttxttxthhthhtttthhtttttthtththxtxhhtthtttxhhtththhhtxthttthhttthxhhxtttt"
"alexandraS",16,"1MXN","t","tthhhtttttxthttxhxthhttththhxhhtthhtttthhxhthhhhhtttxtthtthhtttttthtthhhthhhthhtthhhthttthhhhhxthhhhhtththh"
"alexandraS",17,"1MXN","t","tttthhxthtthhtthththhhhhhhtttttttththhhhthxhhxhhhtthtthhtthhthxtttthtthhhtthtthhhttthhhtxhhhxhtttthhhthttt"
"alexandraS",18,"1MXN","h","tthxthtththtxxttthxhthhhttttthtthtxthhttthhxhhhhtttthhthttthhthhhxhxtttthhthtttttthhthththhttttttttthhxhtthhh"
"alexandraS",19,"1MXN","t","tthhtttththhtthhhtthhhttthtthhhxthhhhhhtthtxthhthhthhttxhttthxthhthtxtthhthhthhhhhhtttthhhthhhthttxttthhhh"
"alexandraS",20,"1MXN","t","xtxhthhhhtthttttthhttthhtthhxhhhthhttxthtttxxhtthtttttthttthhthhhhthhhhttthttthththtththtttththhtxtthttthtt"
"alexandraS",21,"1MXN","t","xthhtttthtthxhhhtxtthttttthxhhtthttttttththhtthxhhhtttxtttthttthhhhtttttthhhthhthxhtthhxhhhtttttxttththxhthhht"
"alexandraS",22,"1MXN","t","tthhhthtxtthtttthhthhthhhhttththtthtthxthtthththhhhhxthttttthtxhthhthhhxhhhhtthhhhxthtthhhttttthhhtttxtttht"
"alexandraS",23,"1MXN","h","hxxhthtxhhthxthttxhthhhhxthhthhtthhhxhthxxhhththxttthhhtthhtthttthhxtttthhthhhttthhttthhhhtxhhtttthhxtthxhhhhxthtxhh"
"alexandraS",24,"1MXN","t","hthhtthxhttttttthhththxhhttttthththhhxthhhthhhhhhttthhthhhhhhhhhtttxxttttthxthtxtthhthhttthxhhhttttttthxhxhhxht"
"alexandraS",25,"1MXN","h","htttthxhthtxhhhhxhhxttthhhxthxhhhththhhhhhxthxhhhxxtthhthhtttxtthxthttxhxhhhhtthhhxhttxhxhhhtttxtttththtxhththhthtttthh"
"alexandraS",26,"1MXN","t","ttxxthhxttttthttthhttttthhhtththtthtthxtththhthhxhhhxhtthtxhttttthhhhthhhhhhhtthhthhtttthhxtthtthxxtxttthtthhth"
"alexandraS",27,"1MXN","h","hththhtthtttththhthhttxthhxhhhhhhttthtttthhhthttthxhthxthtttttthttttthttttthtthhhhthhthtxhththhtttttthhtt"
"alexandraS",28,"1MXN","h","xtxhhttthhtttxhhtththhhttttthxhhhhxhhttththhhthhththhxthhhtxthhxtthhhttthxhthhhhthtthhhttthhtttthhhhhhhhthhhh"
"alexandraS",29,"1MXN","t","thxthtththtthtthhxhthhhttththhxttttttttxxhhthhthhhtxttttthhhhxxxhthhxhhthttxtthhhtthhhhthhhhthtthhhxhtthhhhhttht"
"alexandraS",30,"1MXN","h","hthtthhhtthhxhtttththhtthtthtththtxhhtththttttthttththththhthhhthththhthtxtthtthhththhhthhhhtthtttttxhth"
"alexandraS",31,"1MXN","t","hthxthttththhhhtxththhhhttthhhtthhxhhhhtxtxtthxxhhhtthhtthtttxxtxttthhhhtxttthttxhhttthtxthhhhhhxhthhttthttthhhttxt"
"alexandraS",32,"1MXN","t","tttthttxththhxhtttththhtxhtthxhhxhxhtxtttxthhthhhhhttxhhthttxhththhthtxhhhhhhhtthxtxthhthhhxhhhtxththttttthhtxxtttttxt"
"alexandraS",33,"1MXN","t","hthhhxhhhtttxhxhhhhhhhhhtthtxhhhtthhhtttttxthtthhhttthhhthtxhtttthhthtttxxtthhhhhhtthhhhxthxxhtxhhhtthhtththhtht"
"alexandraS",34,"1MXN","t","thhthttthhthhththhhttthhhttxhhhhhtthhtthtxtthhhthttttthxhtththxhhhttttthhtthhhhtxxhhhttxhhtttthhttththhhhth"
"alexandraS",35,"1MXN","h","htthththhhhttthhttththttthhhhhthhththhxhhttxtthhhththththhhxthhhhhhthhhhhhhhtthttxhthttthttthhthxthhthtth"
"alexandraS",36,"1MXN","t","txthtttththhthttthtthhtthhxththththhxhhhtthttxtxtxhththtththtthhhthththhhhthhhtttththhhhhhtthhtttthhthhtht"
"alexandraS",37,"1MXN","t","xhttxhhththtthhhtxhtthhthhtthththhxhttttttthhthhtththxtttthhhhthtthttxhthhhttthhhhhththhxhhthhttttthhhhthxht"
"alexandraS",38,"1MXN","h","xttthhthhhtxhththhthhhhhttttthhttthhhhhtthhhthttthtthhthttttttthtxhhthhtthtxththtthtthththhtthththhhhtth"
"alexandraS",39,"1MXN","t","ththttthhhhhthhhtttttthhhhtthhhhxhhhhxhthhthhththttthxtthhhhtttththhthhxthhhhtttthhhhthxtththhxhthhhtthttt"
"alexandraS",40,"1MXN","h","hhhththhhhhhthttththtthtthhhhhhtthhhxhhttththtxhxthhtxhhhxxtthxthhttxhthhttthtthththhhthhthhttxhxhtttxhthhtxtthh"
"alexandraS",41,"1MXN","t","xtthhhhhtthhhhhhhttxththhhttthhthttttttttththhhthttthhtththxthhtxthhthhhhthhhhhtthhxhhxttthhhthttthhthhhth"
"alexandraS",42,"1MXN","t","hhhhhtthttthhhhtththhttttththtthhhhxhtthxthtxtttxxtththhhtthtttthththhhhhhhhtthhhtttthttthhhttthhxhthhxtttt"
"alexandraS",43,"1MXN","t","txthhhttthhhhhtthhttthhhhhhtthxhhhhthtththtthhtthhthhthhthhthhtxhtthhttxhxtttthhttthttthhxhtthhthhhthhhhtt"
"alexandraS",44,"1MXN","h","httttttththtxttxtthhhthhhththhttthtttththttthhhxxhhxhtxthhttthhtxtttththtttthxhtttxhhhhhhthttxttthhthhhhthhtth"
"alexandraS",45,"1MXN","t","thhhtttthhtxthhhhthhxthttttxhthhhtththttthhxhhhhhxhhhhxhhthhtthhthhxhhthtthhhtxththtxhthtxtxtttxhhthththhttthhth"
"alexandraS",46,"1MXN","h","httxhhhthhhhhhhtthxhtttthhhhhhhhthxhttttthtththxhtthtttxthhhtthhxthtthhhthhhhhttxthhthhhhhhhhthtthhthththhh"
"alexandraS",47,"1MXN","t","htttthtxhxhtttxtxhtttthhhthhthhhhththhxhtthttxhhhthhhtxhhhhthhthttxththhxxhhhhhhxhhhhxhhxtttxtththhhthtxtxtthxtxttxhttt"
"alexandraS",48,"1MXN","t","hhhtttxhttxtthtxxhthhthhthhthhttthttthhththtthxhthhhhhxhhhthhthhtttttthhhhhthhxthxhhhhhtttxttxhthtthhtthxhhhttt"
"alexandraS",49,"1MXN","t","ttxtxxtthhhhthhtttthththttthhhhhthhhthhhtxhththtthhththxhxxtththtthxtxthtthhhhhxhtthhtthhthttthtthhhhtxthhthhhh"
"alexandraS",50,"1MXN","t","thttxtthhthhtxhtthhhxhhthhtthhhttttthhhhhtthhhhhtthhhhtththhhttththhhhthxhthtxhtththxthttthhhthhxhthttxhhhhh"
"alexandraS",51,"1MXN","h","hhtttxhttthhhththththhhtththhthhhththtthththhhtttthhtxthttttttththhxhttthhhhhthhtttttttthxhhhhhttttttxhth"
"alexandraS",52,"1MXN","t","hhthhtxhhhtttthhthtthththththttttttthtttthhthhtttthttthxhhhtthhttttthhhtthtttthhthhhtthhhtthhthththxthh"
"alexandraS",53,"1MXN","t","hhtthhhhhhttthhttthtthxhhxhttttthhhxhtxhhhhtttttthhthhttththhhhhthhhtthhhhtthttxththttttthtthtttthxxxhthttht"
"alexandraS",54,"1MXN","t","hhthhhththtxttthttttttthttttttthhtttttttttthhttthhhhthhhtthhttththhththhtthththxthhhthtthtthhhhttthhth"
"alexandraS",55,"1MXN","h","tttthttthhththhhhththtxhttththhthththtthhhthxtttxhhhthhhthxthhthhhttthhhtttxtxxtttththtthtthhhthtxthhhhthhhh"
"alexandraS",56,"1MXN","h","tthhthttthhhhhhhhhtthhtttttttthhthhtttxhhthhtxthhxhththhhhhthhttxhthhhhthhttttxthttthhthtttxhhthhthhhttttt"
"alexandraS",57,"1MXN","h","tttttxthhhthxhttthtttxttthtthtxhhtxhhttxttthhhhhththtthhhhtttthxxhthhhhhhtthhttththhtthtttttthttttthhhtthhht"
"alexandraS",58,"1MXN","h","tththhtthhtttthttxhhhhttthtthttxhxhhhhthththttthtxhxttttthththhtthhtttththhxtxtthtttxthtththtththhhhttthhxtht"
"alexandraS",59,"1MXN","t","ttthhxththththttttthhtthxttthhthhxhhthhthhhtxtththhhhthhxthhttxtthhhhttttxhhhthhxhhhthththhtthhtthtxhhtthtxttt"
"alexandraS",60,"1MXN","t","tthhhthhtttttttttthttththhhttthhtttttthhthhtthtttxhhttttthhtxttthhhtththhththxxthtttthhttthtttttthhthxthxt"
"alexandraS",61,"1MXN","h","hthhhhtthhhthttththhxtthhththhhhthttthtxhththtxthtththhhxhtxhtttttxhhhhhtttxthhhtthhhthhtxhhththtthhhxhhththt"
"alexandraS",62,"1MXN","t","tthhhhhthtttthtttxhhthhhthhhhththhthxhthhhhtthhhhhthththhtxthhhtthhhhtttttthhhhhtththxhxtxhtththhhhxhththth"
"alexandraS",63,"1MXN","h","ththhthhthhhttxhhthttthhtthhhttththhhthxthhhhhhhhhttxhthhthttthhhthhttthtxhhhhtthhhxhthhhhhthhhhhhhxthttxhh"
"alexandraS",64,"1MXN","h","xhtththhttttthththhththhhhhtthhhttthttthhhhttttxththtttthttxthtttttthhtththhhhhxthhhthhhhththttxhhttttxtth"
"alexandraS",65,"1MXN","h","htthththhtthhhhttxthhthhthhhtththhhhxthhhxhhhtttthxtxthhtthhhxthhthtxhhhthhtthxhthhhhhhhhhhxthhxthttttthxtththh"
"alexandraS",66,"1MXN","h","htthhhthtthhxhthhxtthhhhxththttxhhhhtthhhtthtthhxthtttthhththtttxthhhhtxtthhhhththhhttthhtttthttttthttthhht"
"alexandraS",67,"1MXN","h","htthtttthttttthhtthtxtththhthhthtthtthtthhhthhttthhhhhhttthhhttxhththtthtthttthtththhtthtttttthhxthttth"
"alexandraS",68,"1MXN","h","thhttthhhhtthhtththxhhhhhttxxtthtthtthxhthtththththxthhhhhthtthhthhxhhhhtxtthhhhhhthththhhhtxhttttxtttthhttxth"
"alexandraS",69,"1MXN","t","htthxhhthtthhtthhthhhtththtththttthttttttthththttttthttththhthhhhthhthhhhhththhhhhhhhhthhttthhtxhttttt"
"alexandraS",70,"1MXN","t","tttttxhhhxtthtththtthhttxhthtttthhttthhttthhhxhhhththhthththhththhttttthtthtxthhttxhtttthttthxthhthttththhxh"
"alexandraS",71,"1MXN","t","xhhthttxhtthxthtttthhthtxhthththtthtxthttthtththhththhhtththththhhhhhthhthtttthtthhhhtthhttttthtthhtthxttt"
"alexandraS",72,"1MXN","h","thhhhhtttttttththhthhtthtxthththxhtthtttttthtthhhtthhhttthhttthtthhtxxttthxttthxthtththxhthtxtthxthhhtthhhtth"
"alexandraS",73,"1MXN","h","xttttthhhhhtttthhhxttthhhtttttttthtthhxtthhtttthththhhtthxttththttttththhttthtththhthhhhttthththhtthxhtht"
"alexandraS",74,"1MXN","t","hxthttthhtthhttttthttthtthhxthttthtthhtthhhhhxtttthhhhtttthhtttxtthttthhthtthtxtthhxtthtttttxtttthtxtthhhttt"
"alexandraS",75,"1MXN","t","hthttthhhhhththtthhhttthhxthhhtxhhxhtththhthhhthhhttthttttthtthttthhtthtttthhttthhhhttthhhtthhhxhttthtxth"
"alexandraS",76,"1MXN","t","htthhtthttthhthhtththhhhttthtttttththtthhhhhhttttthhhhthxththttttthhhttthhtthhtthtttthxthhthttttttxxthtt"
"alexandraS",77,"1MXN","t","hhhtttttthtttthhtthtxhthhhhthttthtthttthxhhtttthhhthththhthhthhhtxhxthxththhttthhxhttththhttthththhtxhhhhhh"
"alexandraS",78,"1MXN","h","hthhhhtttxttththhxhhhtxthhhxxthtththhhthxhttthxtthhhtthhhhthtthtthhxhtthhthhxththhhthhthtttthhhttttthtttthhtt"
"alexandraS",79,"1MXN","h","httttttthttxttttthhthhhtxxhhthhhtttttththhhttthtxthhhthxhhhththhtttthhhtthhhtthtthhttthhthhthhthtthxhhhthh"
"alexandraS",80,"1MXN","h","xttthxtxttttxthhhhtthhhtttxtthhhtthhhththhthhtththhhhhhhhthtthhtttthtthttththhhththhhtthhtthxthtthhttthttt"
"alexandraS",81,"1MXN","h","xtttxhtthttttxhtttthhhthhhtxxhhththtxhhhxxtthttththhthhthxhtttththtthhtthttthhtthttthxhhhhttthhthhthhtttthttxht"
"alexandraS",82,"1MXN","t","txtthhthhhtththhthhhtthhhthththxhhhtthtttxtthtttthtththhthhxthhtxhhhhtttthhhhhhhtxhhthhhthttttthhttttthxhht"
"alexandraS",83,"1MXN","h","thhttthhthttthhtttthhhhhhttthtthhhxhhtttthhhhththhttxththhtththttthhhthtthhhththtthtthhxhhhthxhtththhthxt"
"alexandraS",84,"1MXN","h","hhhtththhthhhhhxhhtttthhxthxhhtthhtthtthhththhhhhhtththtthhththhhhtxtxttxttttthhhthhthtthhhhhhhtttththtthxttthtthttxhhthththhtthhhttttttthtthh"
"madlenH",1,"0.5EUR","h","ttthxhttttttthttxhthtthxxhtttxhhhxhhhthhhhtthhhxhhxxttthhhhxxthhxhthhhxhhhttxthhhtxthxhttthtthhxhthtttxhhtxtxhhtxhhhhhtxtt"
"madlenH",2,"0.5EUR","t","thtthhxhtthttththxxthhttxtthhhhthtxhhttththhhththtththhthhththtxxthtxthhxthhhhhhhhthhxhhhhttxtxtxttthhhhhhtttttxhxh"
"madlenH",3,"0.5EUR","h","thhhhhthxttthtttttttxhtttxtthhhhhtthhhhhhhtttthhthxthxhhxxhttxtthtthtthxhhhttxttthhxhxttththhthhtthxtxthttttthhhhh"
"madlenH",4,"0.5EUR","t","thhhtthhtthhthhtttttthhhxhhhhtthxhhhhttthhhtthtthhhhxhhhhttxttthttthhthtthhhxthhthtxthhhthtthhxhhhthhthhthh"
"madlenH",5,"0.5EUR","h","ththtththhhtthhhhhttthhtthhttttththtttthhhtxthhtthhhthttthhtttthhthhxhxhttthhhthttttxtxtthhhhhhxhtthhxttthh"
"madlenH",6,"0.5EUR","t","thxhxxhhtthtththhttthhhthhtttxttthtttttxttxtthtttthhttthtthtttthththhthxhhthtthhttttthttththhhtthttxhhxhhxtthh"
"madlenH",7,"0.5EUR","t","thhhxhttththtthhhhhhhhtthhhhtttttthhhthhxttthtthtttthhhtttththhhhtttthttxtthxtxhthhhtttthttthttxhtthtttttt"
"madlenH",8,"0.5EUR","h","httttthhtxxhththxtttthhtttttthtttttttxttthhtxthhthhtttthxxhthtthttxthhhthhhttxxxxttthhthtthxthxhttxhtthhxthtthtttxhht"
"madlenH",9,"0.5EUR","t","hhthhtthththhttthxthtthttthxxthtthhtththhxthhthhhtxhhtthxxthtxthttthhhxhxtttthhhttttttxthhthhthhhttthxttthhttttt"
"madlenH",10,"0.5EUR","t","hhthtththtththhxhhtxttthhthhhhtthtthhhthththhhththhthtthtxtththhhhhhhhtxhttxhxthttxtthxtxxtxtthhthhhxhhhttththhh"
"madlenH",11,"0.5EUR","t","ttxttttxththhhththttthhhhhttthxxxtttthhhhhthhthttttxhtxthttthhhxtthttthtttthhhhthxhhttththttththhxhhhhhhtxhhxhxtt"
"madlenH",12,"0.5EUR","h","tthhhhtthhtttttthtxhxxhhththhthhhhhttttttttthttttttthhhtththhhhhhtttthtthxhhthhhhtthhtthhhhhhhhthhhhttth"
"madlenH",13,"0.5EUR","t","xhthhthtthxthtxtttthhtthtththtttxthhhhhhxhttxhhthxhtttthtxtthhthhhhhhhhhtxtttththhxxhthxthtttttxhhtthhxhhtxhtthhhhxxh"
"madlenH",14,"0.5EUR","t","htthtthhtthhthhhhhhhthhttxtttthxhthhhtttttthxhthhttthtxhxhtxthxhhxttttxtthhtxtthhtxthhthxhtttxtthhxhhxtxhthhhhttxttth"
"madlenH",15,"0.5EUR","h","ttthththxtththtxhthtttthtththhhtthhhhttttxxttxttthttthtthhhhhhtttttxhhxthhthtthhhtthhtthxxtxhtthtthhxhtttththhxh"
"madlenH",16,"0.5EUR","t","tttxthhttthhhtxthhhtxtttttththhhxtthhhxthhtthhhhtxtthtxhhtthhhthttxhthtthhhhhhhhxhttthhxhttthhtthhhhxhhxhhhhthtt"
"madlenH",17,"0.5EUR","h","tttxtthhhththhxhtxthxtttxtthxhtttttxhxthtttxthhthxtthhhhhhxhthhttxthttxtttttthxtxhhthxhtthhttttxhhxhthhhhhxxhhththththth"
"madlenH",18,"0.5EUR","t","xhxthttthhththtxhthhttttttthhttththththhhtthhhthxttthhhxhxhxhtttttxththhtttttthtththhhhxhhhhhtthhhhhthxhttthtt"
"madlenH",19,"0.5EUR","h","ttthhhxxhxhthtththhhttxtthttxhhtthhxhtthhthhhhthhhhhxhhhhhhhthhtxtxhthtthhhhhxthhthttttththtthtthhhhtxhxhhthtthh"
"madlenH",20,"0.5EUR","t","ttthththttthhthhtxhhhhhhttthhhhthhhhttthhhxhththhhththtththththttxttttthhxtttttthththtthhhhthtththhxhthhh"
"madlenH",21,"0.5EUR","h","hhhtthtttxthththtttthhhhhthhtxtththtthhttttttthtttxhhthhhttxhhthhxhtththxhthhhhttxttttttxhhhtttthxhhhhtthttht"
"madlenH",22,"0.5EUR","h","xttthhthhttttttttxttthxhththhthhhxhthhhhhhhthhhhhhttthhxthxtthtttththhthhhhhhtthhtththhhthhhhhhxhhxhthtxthhhh"
"madlenH",23,"0.5EUR","t","thhhhtthttththtxxttttthttttthhtthhhhttttthtttththhhhxthtxthttxtthtthttththxhhhthxhhhttttthhhthtttthxthttthhh"
"madlenH",24,"0.5EUR","t","htthhhhthhthhhthhxthhtthxttttthhhhhhhthhhttthttthttththtthtthhttxhthhttthttxhhhhtthtttththttttxhhhthtthxhh"
"madlenH",25,"0.5EUR","h","ttthtththhxxhhthhxthhththhhhtttxththhhttthhhhthhthhxhxthhththtthttttxhhtttxxttxthttttthhtththththxttxthhhthhhtxth"
"madlenH",26,"0.5EUR","t","thhhtxhttthtthhthhthxththtthtthttthhttxtthxhthhtxhxtttthhthttththhththhxtththhhththxhhhttxttthtthxhhhthhthhtth"
"madlenH",27,"0.5EUR","h","hhtthtxhtthhhhhhtttthtttththtttxhhthththhhhhhthththtththhthxthhtthtxhtttthttthhtxththththhhththththththth"
"madlenH",28,"0.5EUR","t","hhttthhhththtxhttttthhhhthhhhhhthtxttttthhxhhhttthhhhttxhhhthhhhttxhxhhtttxhxththhthtxhttththhhthtthtthtxhthtt"
"madlenH",29,"0.5EUR","t","hhttxthtttthhththtththhxhtxthtttttthhhththtxhhhtxhxtxthhthtttxhttththxhthttththhthtthththttxhxhhhthththhhttthth"
"madlenH",30,"0.5EUR","t","htthtthththhthhthhthhhtxhthttxhtxththtthhttthtthhtttthhhththtthhthhhththhhhxthttthtthttthxhhttthththhhxhtt"
"madlenH",31,"0.5EUR","t","hthhhhthhthhtthtthhthththhtttthtthxtthhthtthhhthxhtthtxhhtxthtthxttthhththttthththhtxttxththhhhhthxhththtxhht"
"madlenH",32,"0.5EUR","t","hthhhhhhhtthththtthhththtthhththththtththththttxtthhhhtxttttthhxtththhhthttthhthtttththththtththhtthxthh"
"madlenH",33,"0.5EUR","h","tthhxhthhxthtthhthtttthththttttttthththxthhhthhhhthttththttxtxththtthththhhhhhhhhhhhhhhhtttttttththhhhhtht"
"madlenH",34,"0.5EUR","t","tthhxxhhttttthtthhhttxttttxttthhtxhhhthhthhttxttxhttthhththttttththhxthhhththtththtthhtxhthttthtxththttthhxhhhxh"
"madlenH",35,"0.5EUR","h","htththxthtttthhhtxttthtttthhhhtththxhxxthhtthxtttttthtthhhhhhhtthtttthththththxxhtththhtthtxttthhthttthhtxhtxtt"
"madlenH",36,"0.5EUR","t","htthhthtthtxtthttttthhththttttttththhtttthhhhtthhhhhttththxthhhtttthttxttxtttthhhhtxthxthhhhthhtttxhhtxthtxtt"
"madlenH",37,"0.5EUR","h","xthtthtxhhttthhhthhhtthhhttthttxttxtxtttxxttxthxtththhhhthtttttthtthhthhtttxttxtxhhhttthtttttththxhthhttttttttthtt"
"madlenH",38,"0.5EUR","t","tttthtthhhhhxxthxtttxhtthhhttxthhttxhtthhhtthhthttttttxhtttxhtttthththtthhtttxthttthhthhxththhthxthxthtthhhxhhhhh"
"madlenH",39,"0.5EUR","h","tttthtttttthhhthhhxthtttthxhhxttxttthhhhhthtththhttthhhtxttxhhhtxttththhhhhthtthththhxttthhhtxhhthtththtthhxtt"
"madlenH",40,"0.5EUR","t","ttttttthhhhhhtthtththhhtthxthtttthththxhtthtthtththtthtthhhtththxhhhxtthxttttthhhhhhhttttxthhhhtxthhtthtttt"
"madlenH",41,"0.5EUR","t","tthttttxthxhhhhthhhttttthhtthhttttthththxthththhhthhttxhthxtxhhthxthhhthhhttthtthxhhhhhxtthxtxthhthhhhxxhthhhhhth"
"madlenH",42,"0.5EUR","h","httttxhttttttttthhhtthttthxhhhtxthhhhttxxhttttxhhhhhhhhxhhhxhhttttttxhthhhxhtthhhtthhttttttthtxhhtttttxttxhhxhhthxt"
